NO,DATE,TIME,FUNCTION,RANGE,SPEED,VALUE
3964,2021-07-27,00:24:52:404436,DC VOLTAGE,50V,MEDIUM,4.479225
3965,2021-07-27,00:24:57:421458,DC VOLTAGE,50V,MEDIUM,4.479035
3966,2021-07-27,00:25:02:438797,DC VOLTAGE,50V,MEDIUM,4.479199
3967,2021-07-27,00:25:07:446431,DC VOLTAGE,50V,MEDIUM,4.47922
3968,2021-07-27,00:25:12:459446,DC VOLTAGE,50V,MEDIUM,4.479329
3969,2021-07-27,00:25:17:470469,DC VOLTAGE,50V,MEDIUM,4.479178
3970,2021-07-27,00:25:22:476432,DC VOLTAGE,50V,MEDIUM,4.47947
3971,2021-07-27,00:25:27:482414,DC VOLTAGE,50V,MEDIUM,4.479414
3972,2021-07-27,00:25:32:488412,DC VOLTAGE,50V,MEDIUM,4.479248
3973,2021-07-27,00:25:37:493389,DC VOLTAGE,50V,MEDIUM,4.479224
3974,2021-07-27,00:25:42:500414,DC VOLTAGE,50V,MEDIUM,4.47906
3975,2021-07-27,00:25:47:504534,DC VOLTAGE,50V,MEDIUM,4.479279
3976,2021-07-27,00:25:52:514435,DC VOLTAGE,50V,MEDIUM,4.479321
3977,2021-07-27,00:25:57:522922,DC VOLTAGE,50V,MEDIUM,4.479461
3978,2021-07-27,00:26:02:526447,DC VOLTAGE,50V,MEDIUM,4.479172
3979,2021-07-27,00:26:07:531421,DC VOLTAGE,50V,MEDIUM,4.479283
3980,2021-07-27,00:26:12:534440,DC VOLTAGE,50V,MEDIUM,4.479371
3981,2021-07-27,00:26:17:537436,DC VOLTAGE,50V,MEDIUM,4.479287
3982,2021-07-27,00:26:22:542428,DC VOLTAGE,50V,MEDIUM,4.479047
3983,2021-07-27,00:26:27:558576,DC VOLTAGE,50V,MEDIUM,4.479342
3984,2021-07-27,00:26:32:561420,DC VOLTAGE,50V,MEDIUM,4.479183
3985,2021-07-27,00:26:37:573303,DC VOLTAGE,50V,MEDIUM,4.479389
3986,2021-07-27,00:26:42:588442,DC VOLTAGE,50V,MEDIUM,4.479181
3987,2021-07-27,00:26:47:602417,DC VOLTAGE,50V,MEDIUM,4.479119
3988,2021-07-27,00:26:52:612468,DC VOLTAGE,50V,MEDIUM,4.479089
3989,2021-07-27,00:26:57:622203,DC VOLTAGE,50V,MEDIUM,4.479207
3990,2021-07-27,00:27:02:626552,DC VOLTAGE,50V,MEDIUM,4.479303
3991,2021-07-27,00:27:07:630473,DC VOLTAGE,50V,MEDIUM,4.479235
3992,2021-07-27,00:27:12:640464,DC VOLTAGE,50V,MEDIUM,4.479097
3993,2021-07-27,00:27:17:647435,DC VOLTAGE,50V,MEDIUM,4.479151
3994,2021-07-27,00:27:22:659559,DC VOLTAGE,50V,MEDIUM,4.479167
3995,2021-07-27,00:27:27:672449,DC VOLTAGE,50V,MEDIUM,4.479228
3996,2021-07-27,00:27:32:677379,DC VOLTAGE,50V,MEDIUM,4.47938
3997,2021-07-27,00:27:37:682510,DC VOLTAGE,50V,MEDIUM,4.479166
3998,2021-07-27,00:27:42:693409,DC VOLTAGE,50V,MEDIUM,4.479378
3999,2021-07-27,00:27:47:700472,DC VOLTAGE,50V,MEDIUM,4.479344
4000,2021-07-27,00:27:52:716399,DC VOLTAGE,50V,MEDIUM,4.478951
4001,2021-07-27,00:27:57:719835,DC VOLTAGE,50V,MEDIUM,4.47921
4002,2021-07-27,00:28:02:723141,DC VOLTAGE,50V,MEDIUM,4.479064
4003,2021-07-27,00:28:07:732175,DC VOLTAGE,50V,MEDIUM,4.479097
4004,2021-07-27,00:28:12:737429,DC VOLTAGE,50V,MEDIUM,4.479197
4005,2021-07-27,00:28:17:739777,DC VOLTAGE,50V,MEDIUM,4.479096
4006,2021-07-27,00:28:22:751410,DC VOLTAGE,50V,MEDIUM,4.479146
4007,2021-07-27,00:28:27:768409,DC VOLTAGE,50V,MEDIUM,4.479146
4008,2021-07-27,00:28:32:784407,DC VOLTAGE,50V,MEDIUM,4.479206
4009,2021-07-27,00:28:37:801420,DC VOLTAGE,50V,MEDIUM,4.479331
4010,2021-07-27,00:28:42:808433,DC VOLTAGE,50V,MEDIUM,4.479224
4011,2021-07-27,00:28:47:813302,DC VOLTAGE,50V,MEDIUM,4.478947
4012,2021-07-27,00:28:52:824405,DC VOLTAGE,50V,MEDIUM,4.478787
4013,2021-07-27,00:28:57:833300,DC VOLTAGE,50V,MEDIUM,4.479078
4014,2021-07-27,00:29:02:850601,DC VOLTAGE,50V,MEDIUM,4.479022
4015,2021-07-27,00:29:07:857505,DC VOLTAGE,50V,MEDIUM,4.47906
4016,2021-07-27,00:29:12:865474,DC VOLTAGE,50V,MEDIUM,4.479194
4017,2021-07-27,00:29:17:876411,DC VOLTAGE,50V,MEDIUM,4.479068
4018,2021-07-27,00:29:22:886449,DC VOLTAGE,50V,MEDIUM,4.479177
4019,2021-07-27,00:29:27:893305,DC VOLTAGE,50V,MEDIUM,4.479209
4020,2021-07-27,00:29:32:908520,DC VOLTAGE,50V,MEDIUM,4.479018
4021,2021-07-27,00:29:37:925436,DC VOLTAGE,50V,MEDIUM,4.478893
4022,2021-07-27,00:29:42:940439,DC VOLTAGE,50V,MEDIUM,4.478919
4023,2021-07-27,00:29:47:948423,DC VOLTAGE,50V,MEDIUM,4.479096
4024,2021-07-27,00:29:52:959692,DC VOLTAGE,50V,MEDIUM,4.479074
4025,2021-07-27,00:29:57:964895,DC VOLTAGE,50V,MEDIUM,4.479191
4026,2021-07-27,00:30:02:980439,DC VOLTAGE,50V,MEDIUM,4.478961
4027,2021-07-27,00:30:07:984522,DC VOLTAGE,50V,MEDIUM,4.4791
4028,2021-07-27,00:30:13:000444,DC VOLTAGE,50V,MEDIUM,4.478903
4029,2021-07-27,00:30:18:003303,DC VOLTAGE,50V,MEDIUM,4.478889
4030,2021-07-27,00:30:23:012457,DC VOLTAGE,50V,MEDIUM,4.479018
4031,2021-07-27,00:30:28:026415,DC VOLTAGE,50V,MEDIUM,4.479112
4032,2021-07-27,00:30:33:042478,DC VOLTAGE,50V,MEDIUM,4.479029
4033,2021-07-27,00:30:38:060433,DC VOLTAGE,50V,MEDIUM,4.479132
4034,2021-07-27,00:30:43:076537,DC VOLTAGE,50V,MEDIUM,4.479032
4035,2021-07-27,00:30:48:092414,DC VOLTAGE,50V,MEDIUM,4.47908
4036,2021-07-27,00:30:53:096411,DC VOLTAGE,50V,MEDIUM,4.478831
4037,2021-07-27,00:30:58:114408,DC VOLTAGE,50V,MEDIUM,4.479085
4038,2021-07-27,00:31:03:118415,DC VOLTAGE,50V,MEDIUM,4.479101
4039,2021-07-27,00:31:08:129416,DC VOLTAGE,50V,MEDIUM,4.47897
4040,2021-07-27,00:31:13:140436,DC VOLTAGE,50V,MEDIUM,4.478884
4041,2021-07-27,00:31:18:152421,DC VOLTAGE,50V,MEDIUM,4.478919
4042,2021-07-27,00:31:23:163304,DC VOLTAGE,50V,MEDIUM,4.47901
4043,2021-07-27,00:31:28:170006,DC VOLTAGE,50V,MEDIUM,4.478863
4044,2021-07-27,00:31:33:175851,DC VOLTAGE,50V,MEDIUM,4.479187
4045,2021-07-27,00:31:38:184650,DC VOLTAGE,50V,MEDIUM,4.478823
4046,2021-07-27,00:31:43:191490,DC VOLTAGE,50V,MEDIUM,4.478774
4047,2021-07-27,00:31:48:204440,DC VOLTAGE,50V,MEDIUM,4.478898
4048,2021-07-27,00:31:53:208428,DC VOLTAGE,50V,MEDIUM,4.479131
4049,2021-07-27,00:31:58:222412,DC VOLTAGE,50V,MEDIUM,4.479024
4050,2021-07-27,00:32:03:232911,DC VOLTAGE,50V,MEDIUM,4.478858
4051,2021-07-27,00:32:08:248437,DC VOLTAGE,50V,MEDIUM,4.478859
4052,2021-07-27,00:32:13:252416,DC VOLTAGE,50V,MEDIUM,4.478774
4053,2021-07-27,00:32:18:264402,DC VOLTAGE,50V,MEDIUM,4.478868
4054,2021-07-27,00:32:23:277506,DC VOLTAGE,50V,MEDIUM,4.478864
4055,2021-07-27,00:32:28:288601,DC VOLTAGE,50V,MEDIUM,4.478875
4056,2021-07-27,00:32:33:303300,DC VOLTAGE,50V,MEDIUM,4.478787
4057,2021-07-27,00:32:38:316452,DC VOLTAGE,50V,MEDIUM,4.478948
4058,2021-07-27,00:32:43:332603,DC VOLTAGE,50V,MEDIUM,4.478605
4059,2021-07-27,00:32:48:334479,DC VOLTAGE,50V,MEDIUM,4.478934
4060,2021-07-27,00:32:53:342434,DC VOLTAGE,50V,MEDIUM,4.478969
4061,2021-07-27,00:32:58:348543,DC VOLTAGE,50V,MEDIUM,4.478951
4062,2021-07-27,00:33:03:352437,DC VOLTAGE,50V,MEDIUM,4.478748
4063,2021-07-27,00:33:08:366090,DC VOLTAGE,50V,MEDIUM,4.478914
4064,2021-07-27,00:33:13:371825,DC VOLTAGE,50V,MEDIUM,4.478787
4065,2021-07-27,00:33:18:382438,DC VOLTAGE,50V,MEDIUM,4.478989
4066,2021-07-27,00:33:23:399558,DC VOLTAGE,50V,MEDIUM,4.478804
4067,2021-07-27,00:33:28:403301,DC VOLTAGE,50V,MEDIUM,4.478692
4068,2021-07-27,00:33:33:412411,DC VOLTAGE,50V,MEDIUM,4.478727
4069,2021-07-27,00:33:38:425445,DC VOLTAGE,50V,MEDIUM,4.478894
4070,2021-07-27,00:33:43:442457,DC VOLTAGE,50V,MEDIUM,4.478976
4071,2021-07-27,00:33:48:459498,DC VOLTAGE,50V,MEDIUM,4.479002
4072,2021-07-27,00:33:53:474522,DC VOLTAGE,50V,MEDIUM,4.478853
4073,2021-07-27,00:33:58:484423,DC VOLTAGE,50V,MEDIUM,4.47895
4074,2021-07-27,00:34:03:493322,DC VOLTAGE,50V,MEDIUM,4.478599
4075,2021-07-27,00:34:08:498426,DC VOLTAGE,50V,MEDIUM,4.47874
4076,2021-07-27,00:34:13:504437,DC VOLTAGE,50V,MEDIUM,4.478796
4077,2021-07-27,00:34:18:507411,DC VOLTAGE,50V,MEDIUM,4.478861
4078,2021-07-27,00:34:23:510423,DC VOLTAGE,50V,MEDIUM,4.478834
4079,2021-07-27,00:34:28:527541,DC VOLTAGE,50V,MEDIUM,4.478816
4080,2021-07-27,00:34:33:536408,DC VOLTAGE,50V,MEDIUM,4.478871
4081,2021-07-27,00:34:38:548443,DC VOLTAGE,50V,MEDIUM,4.478768
4082,2021-07-27,00:34:43:553305,DC VOLTAGE,50V,MEDIUM,4.478747
4083,2021-07-27,00:34:48:567512,DC VOLTAGE,50V,MEDIUM,4.478867
4084,2021-07-27,00:34:53:583327,DC VOLTAGE,50V,MEDIUM,4.478787
4085,2021-07-27,00:34:58:600435,DC VOLTAGE,50V,MEDIUM,4.478711
4086,2021-07-27,00:35:03:611415,DC VOLTAGE,50V,MEDIUM,4.478799
4087,2021-07-27,00:35:08:624410,DC VOLTAGE,50V,MEDIUM,4.478881
4088,2021-07-27,00:35:13:640451,DC VOLTAGE,50V,MEDIUM,4.478794
4089,2021-07-27,00:35:18:646554,DC VOLTAGE,50V,MEDIUM,4.478842
4090,2021-07-27,00:35:23:654405,DC VOLTAGE,50V,MEDIUM,4.478887
4091,2021-07-27,00:35:28:658716,DC VOLTAGE,50V,MEDIUM,4.478722
4092,2021-07-27,00:35:33:674416,DC VOLTAGE,50V,MEDIUM,4.478747
4093,2021-07-27,00:35:38:691412,DC VOLTAGE,50V,MEDIUM,4.478567
4094,2021-07-27,00:35:43:700421,DC VOLTAGE,50V,MEDIUM,4.478431
4095,2021-07-27,00:35:48:705420,DC VOLTAGE,50V,MEDIUM,4.478624
4096,2021-07-27,00:35:53:712523,DC VOLTAGE,50V,MEDIUM,4.478673
4097,2021-07-27,00:35:58:728519,DC VOLTAGE,50V,MEDIUM,4.478805
4098,2021-07-27,00:36:03:733316,DC VOLTAGE,50V,MEDIUM,4.478645
4099,2021-07-27,00:36:08:750450,DC VOLTAGE,50V,MEDIUM,4.478831
4100,2021-07-27,00:36:13:764421,DC VOLTAGE,50V,MEDIUM,4.478693
4101,2021-07-27,00:36:18:775433,DC VOLTAGE,50V,MEDIUM,4.478534
4102,2021-07-27,00:36:23:777733,DC VOLTAGE,50V,MEDIUM,4.478763
4103,2021-07-27,00:36:28:780417,DC VOLTAGE,50V,MEDIUM,4.478505
4104,2021-07-27,00:36:33:795358,DC VOLTAGE,50V,MEDIUM,4.478408
4105,2021-07-27,00:36:38:812522,DC VOLTAGE,50V,MEDIUM,4.478686
4106,2021-07-27,00:36:43:829474,DC VOLTAGE,50V,MEDIUM,4.478562
4107,2021-07-27,00:36:48:845516,DC VOLTAGE,50V,MEDIUM,4.478758
4108,2021-07-27,00:36:53:861468,DC VOLTAGE,50V,MEDIUM,4.478592
4109,2021-07-27,00:36:58:867414,DC VOLTAGE,50V,MEDIUM,4.478734
4110,2021-07-27,00:37:03:874407,DC VOLTAGE,50V,MEDIUM,4.478676
4111,2021-07-27,00:37:08:878553,DC VOLTAGE,50V,MEDIUM,4.478486
4112,2021-07-27,00:37:13:892415,DC VOLTAGE,50V,MEDIUM,4.478792
4113,2021-07-27,00:37:18:906472,DC VOLTAGE,50V,MEDIUM,4.47849
4114,2021-07-27,00:37:23:909412,DC VOLTAGE,50V,MEDIUM,4.478663
4115,2021-07-27,00:37:28:924427,DC VOLTAGE,50V,MEDIUM,4.478631
4116,2021-07-27,00:37:33:932416,DC VOLTAGE,50V,MEDIUM,4.478472
4117,2021-07-27,00:37:38:944404,DC VOLTAGE,50V,MEDIUM,4.478563
4118,2021-07-27,00:37:43:953301,DC VOLTAGE,50V,MEDIUM,4.478261
4119,2021-07-27,00:37:48:955457,DC VOLTAGE,50V,MEDIUM,4.478858
4120,2021-07-27,00:37:53:972453,DC VOLTAGE,50V,MEDIUM,4.478596
4121,2021-07-27,00:37:58:977472,DC VOLTAGE,50V,MEDIUM,4.478691
4122,2021-07-27,00:38:03:994454,DC VOLTAGE,50V,MEDIUM,4.478508
4123,2021-07-27,00:38:09:004406,DC VOLTAGE,50V,MEDIUM,4.478377
4124,2021-07-27,00:38:14:014408,DC VOLTAGE,50V,MEDIUM,4.478562
4125,2021-07-27,00:38:19:031421,DC VOLTAGE,50V,MEDIUM,4.478605
4126,2021-07-27,00:38:24:037981,DC VOLTAGE,50V,MEDIUM,4.478315
4127,2021-07-27,00:38:29:055627,DC VOLTAGE,50V,MEDIUM,4.478528
4128,2021-07-27,00:38:34:068417,DC VOLTAGE,50V,MEDIUM,4.478265
4129,2021-07-27,00:38:39:075415,DC VOLTAGE,50V,MEDIUM,4.478305
4130,2021-07-27,00:38:44:084411,DC VOLTAGE,50V,MEDIUM,4.478539
4131,2021-07-27,00:38:49:098428,DC VOLTAGE,50V,MEDIUM,4.478648
4132,2021-07-27,00:38:54:113307,DC VOLTAGE,50V,MEDIUM,4.478349
4133,2021-07-27,00:38:59:123325,DC VOLTAGE,50V,MEDIUM,4.478587
4134,2021-07-27,00:39:04:127428,DC VOLTAGE,50V,MEDIUM,4.47856
4135,2021-07-27,00:39:09:139229,DC VOLTAGE,50V,MEDIUM,4.478289
4136,2021-07-27,00:39:14:150390,DC VOLTAGE,50V,MEDIUM,4.478531
4137,2021-07-27,00:39:19:165444,DC VOLTAGE,50V,MEDIUM,4.478613
4138,2021-07-27,00:39:24:182414,DC VOLTAGE,50V,MEDIUM,4.478549
4139,2021-07-27,00:39:29:194426,DC VOLTAGE,50V,MEDIUM,4.478484
4140,2021-07-27,00:39:34:207426,DC VOLTAGE,50V,MEDIUM,4.478539
4141,2021-07-27,00:39:39:213306,DC VOLTAGE,50V,MEDIUM,4.478438
4142,2021-07-27,00:39:44:224421,DC VOLTAGE,50V,MEDIUM,4.47848
4143,2021-07-27,00:39:49:238416,DC VOLTAGE,50V,MEDIUM,4.478742
4144,2021-07-27,00:39:54:246171,DC VOLTAGE,50V,MEDIUM,4.478717
4145,2021-07-27,00:39:59:254405,DC VOLTAGE,50V,MEDIUM,4.478386
4146,2021-07-27,00:40:04:260412,DC VOLTAGE,50V,MEDIUM,4.478411
4147,2021-07-27,00:40:09:270469,DC VOLTAGE,50V,MEDIUM,4.478343
4148,2021-07-27,00:40:14:274404,DC VOLTAGE,50V,MEDIUM,4.478479
4149,2021-07-27,00:40:19:277420,DC VOLTAGE,50V,MEDIUM,4.478322
4150,2021-07-27,00:40:24:291471,DC VOLTAGE,50V,MEDIUM,4.478441
4151,2021-07-27,00:40:29:306436,DC VOLTAGE,50V,MEDIUM,4.478458
4152,2021-07-27,00:40:34:319760,DC VOLTAGE,50V,MEDIUM,4.478408
4153,2021-07-27,00:40:39:322978,DC VOLTAGE,50V,MEDIUM,4.478063
4154,2021-07-27,00:40:44:335444,DC VOLTAGE,50V,MEDIUM,4.478399
4155,2021-07-27,00:40:49:350413,DC VOLTAGE,50V,MEDIUM,4.478433
4156,2021-07-27,00:40:54:360468,DC VOLTAGE,50V,MEDIUM,4.478517
4157,2021-07-27,00:40:59:372538,DC VOLTAGE,50V,MEDIUM,4.478312
4158,2021-07-27,00:41:04:380454,DC VOLTAGE,50V,MEDIUM,4.478331
4159,2021-07-27,00:41:09:385418,DC VOLTAGE,50V,MEDIUM,4.478199
4160,2021-07-27,00:41:14:392424,DC VOLTAGE,50V,MEDIUM,4.478235
4161,2021-07-27,00:41:19:404538,DC VOLTAGE,50V,MEDIUM,4.478312
4162,2021-07-27,00:41:24:408447,DC VOLTAGE,50V,MEDIUM,4.478385
4163,2021-07-27,00:41:29:417424,DC VOLTAGE,50V,MEDIUM,4.478164
4164,2021-07-27,00:41:34:426436,DC VOLTAGE,50V,MEDIUM,4.47823
4165,2021-07-27,00:41:39:437519,DC VOLTAGE,50V,MEDIUM,4.478198
4166,2021-07-27,00:41:44:448453,DC VOLTAGE,50V,MEDIUM,4.478248
4167,2021-07-27,00:41:49:462416,DC VOLTAGE,50V,MEDIUM,4.478335
4168,2021-07-27,00:41:54:474402,DC VOLTAGE,50V,MEDIUM,4.478407
4169,2021-07-27,00:41:59:482490,DC VOLTAGE,50V,MEDIUM,4.478258
4170,2021-07-27,00:42:04:491459,DC VOLTAGE,50V,MEDIUM,4.478275
4171,2021-07-27,00:42:09:500614,DC VOLTAGE,50V,MEDIUM,4.47831
4172,2021-07-27,00:42:14:510474,DC VOLTAGE,50V,MEDIUM,4.478371
4173,2021-07-27,00:42:19:520415,DC VOLTAGE,50V,MEDIUM,4.478284
4174,2021-07-27,00:42:24:529505,DC VOLTAGE,50V,MEDIUM,4.47803
4175,2021-07-27,00:42:29:534404,DC VOLTAGE,50V,MEDIUM,4.478281
4176,2021-07-27,00:42:34:550503,DC VOLTAGE,50V,MEDIUM,4.478312
4177,2021-07-27,00:42:39:566441,DC VOLTAGE,50V,MEDIUM,4.478352
4178,2021-07-27,00:42:44:576487,DC VOLTAGE,50V,MEDIUM,4.47834
4179,2021-07-27,00:42:49:594497,DC VOLTAGE,50V,MEDIUM,4.478236
4180,2021-07-27,00:42:54:611417,DC VOLTAGE,50V,MEDIUM,4.478272
4181,2021-07-27,00:42:59:626416,DC VOLTAGE,50V,MEDIUM,4.478194
4182,2021-07-27,00:43:04:634409,DC VOLTAGE,50V,MEDIUM,4.478168
4183,2021-07-27,00:43:09:644492,DC VOLTAGE,50V,MEDIUM,4.478382
4184,2021-07-27,00:43:14:650412,DC VOLTAGE,50V,MEDIUM,4.477975
4185,2021-07-27,00:43:19:656557,DC VOLTAGE,50V,MEDIUM,4.4782
4186,2021-07-27,00:43:24:660054,DC VOLTAGE,50V,MEDIUM,4.478287
4187,2021-07-27,00:43:29:669978,DC VOLTAGE,50V,MEDIUM,4.478256
4188,2021-07-27,00:43:34:681426,DC VOLTAGE,50V,MEDIUM,4.478277
4189,2021-07-27,00:43:39:685414,DC VOLTAGE,50V,MEDIUM,4.478195
4190,2021-07-27,00:43:44:702410,DC VOLTAGE,50V,MEDIUM,4.478268
4191,2021-07-27,00:43:49:713311,DC VOLTAGE,50V,MEDIUM,4.478178
4192,2021-07-27,00:43:54:723911,DC VOLTAGE,50V,MEDIUM,4.478321
4193,2021-07-27,00:43:59:739415,DC VOLTAGE,50V,MEDIUM,4.478291
4194,2021-07-27,00:44:04:752470,DC VOLTAGE,50V,MEDIUM,4.478188
4195,2021-07-27,00:44:09:769545,DC VOLTAGE,50V,MEDIUM,4.478141
4196,2021-07-27,00:44:14:777412,DC VOLTAGE,50V,MEDIUM,4.4782
4197,2021-07-27,00:44:19:780422,DC VOLTAGE,50V,MEDIUM,4.478184
4198,2021-07-27,00:44:24:784403,DC VOLTAGE,50V,MEDIUM,4.478272
4199,2021-07-27,00:44:29:793306,DC VOLTAGE,50V,MEDIUM,4.478243
4200,2021-07-27,00:44:34:796450,DC VOLTAGE,50V,MEDIUM,4.478344
4201,2021-07-27,00:44:39:813301,DC VOLTAGE,50V,MEDIUM,4.478099
4202,2021-07-27,00:44:44:829948,DC VOLTAGE,50V,MEDIUM,4.478159
4203,2021-07-27,00:44:49:834402,DC VOLTAGE,50V,MEDIUM,4.478177
4204,2021-07-27,00:44:54:846420,DC VOLTAGE,50V,MEDIUM,4.478314
4205,2021-07-27,00:44:59:859416,DC VOLTAGE,50V,MEDIUM,4.478079
4206,2021-07-27,00:45:04:865416,DC VOLTAGE,50V,MEDIUM,4.478342
4207,2021-07-27,00:45:09:880418,DC VOLTAGE,50V,MEDIUM,4.47829
4208,2021-07-27,00:45:14:895430,DC VOLTAGE,50V,MEDIUM,4.478289
4209,2021-07-27,00:45:19:906545,DC VOLTAGE,50V,MEDIUM,4.47826
4210,2021-07-27,00:45:24:918587,DC VOLTAGE,50V,MEDIUM,4.478292
4211,2021-07-27,00:45:29:923299,DC VOLTAGE,50V,MEDIUM,4.478254
4212,2021-07-27,00:45:34:937414,DC VOLTAGE,50V,MEDIUM,4.477899
4213,2021-07-27,00:45:39:943338,DC VOLTAGE,50V,MEDIUM,4.478217
4214,2021-07-27,00:45:44:957433,DC VOLTAGE,50V,MEDIUM,4.478271
4215,2021-07-27,00:45:49:960480,DC VOLTAGE,50V,MEDIUM,4.478191
4216,2021-07-27,00:45:54:968483,DC VOLTAGE,50V,MEDIUM,4.478167
4217,2021-07-27,00:45:59:980412,DC VOLTAGE,50V,MEDIUM,4.478302
4218,2021-07-27,00:46:04:995430,DC VOLTAGE,50V,MEDIUM,4.478013
4219,2021-07-27,00:46:10:013302,DC VOLTAGE,50V,MEDIUM,4.478064
4220,2021-07-27,00:46:15:023331,DC VOLTAGE,50V,MEDIUM,4.478019
4221,2021-07-27,00:46:20:030415,DC VOLTAGE,50V,MEDIUM,4.478111
4222,2021-07-27,00:46:25:039510,DC VOLTAGE,50V,MEDIUM,4.478332
4223,2021-07-27,00:46:30:048442,DC VOLTAGE,50V,MEDIUM,4.478188
4224,2021-07-27,00:46:35:056576,DC VOLTAGE,50V,MEDIUM,4.478262
4225,2021-07-27,00:46:40:066412,DC VOLTAGE,50V,MEDIUM,4.478324
4226,2021-07-27,00:46:45:072445,DC VOLTAGE,50V,MEDIUM,4.478219
4227,2021-07-27,00:46:50:079409,DC VOLTAGE,50V,MEDIUM,4.47817
4228,2021-07-27,00:46:55:082448,DC VOLTAGE,50V,MEDIUM,4.478268
4229,2021-07-27,00:47:00:085439,DC VOLTAGE,50V,MEDIUM,4.478138
4230,2021-07-27,00:47:05:093299,DC VOLTAGE,50V,MEDIUM,4.478016
4231,2021-07-27,00:47:10:098410,DC VOLTAGE,50V,MEDIUM,4.478179
4232,2021-07-27,00:47:15:109928,DC VOLTAGE,50V,MEDIUM,4.478325
4233,2021-07-27,00:47:20:114803,DC VOLTAGE,50V,MEDIUM,4.478246
4234,2021-07-27,00:47:25:119438,DC VOLTAGE,50V,MEDIUM,4.478316
4235,2021-07-27,00:47:30:124503,DC VOLTAGE,50V,MEDIUM,4.478262
4236,2021-07-27,00:47:35:132435,DC VOLTAGE,50V,MEDIUM,4.478091
4237,2021-07-27,00:47:40:137951,DC VOLTAGE,50V,MEDIUM,4.478031
4238,2021-07-27,00:47:45:148583,DC VOLTAGE,50V,MEDIUM,4.478129
4239,2021-07-27,00:47:50:156948,DC VOLTAGE,50V,MEDIUM,4.478071
4240,2021-07-27,00:47:55:173303,DC VOLTAGE,50V,MEDIUM,4.478219
4241,2021-07-27,00:48:00:182637,DC VOLTAGE,50V,MEDIUM,4.477803
4242,2021-07-27,00:48:05:190564,DC VOLTAGE,50V,MEDIUM,4.478298
4243,2021-07-27,00:48:10:207412,DC VOLTAGE,50V,MEDIUM,4.47827
4244,2021-07-27,00:48:15:210524,DC VOLTAGE,50V,MEDIUM,4.478153
4245,2021-07-27,00:48:20:215439,DC VOLTAGE,50V,MEDIUM,4.477995
4246,2021-07-27,00:48:25:226408,DC VOLTAGE,50V,MEDIUM,4.478225
4247,2021-07-27,00:48:30:239414,DC VOLTAGE,50V,MEDIUM,4.47807
4248,2021-07-27,00:48:35:256477,DC VOLTAGE,50V,MEDIUM,4.478155
4249,2021-07-27,00:48:40:270478,DC VOLTAGE,50V,MEDIUM,4.47795
4250,2021-07-27,00:48:45:285527,DC VOLTAGE,50V,MEDIUM,4.477832
4251,2021-07-27,00:48:50:294434,DC VOLTAGE,50V,MEDIUM,4.477966
4252,2021-07-27,00:48:55:310527,DC VOLTAGE,50V,MEDIUM,4.477809
4253,2021-07-27,00:49:00:316475,DC VOLTAGE,50V,MEDIUM,4.478198
4254,2021-07-27,00:49:05:327435,DC VOLTAGE,50V,MEDIUM,4.478035
4255,2021-07-27,00:49:10:343300,DC VOLTAGE,50V,MEDIUM,4.47815
4256,2021-07-27,00:49:15:358541,DC VOLTAGE,50V,MEDIUM,4.477863
4257,2021-07-27,00:49:20:366410,DC VOLTAGE,50V,MEDIUM,4.477999
4258,2021-07-27,00:49:25:372444,DC VOLTAGE,50V,MEDIUM,4.478165
4259,2021-07-27,00:49:30:378410,DC VOLTAGE,50V,MEDIUM,4.478246
4260,2021-07-27,00:49:35:388045,DC VOLTAGE,50V,MEDIUM,4.478058
4261,2021-07-27,00:49:40:404411,DC VOLTAGE,50V,MEDIUM,4.478117
4262,2021-07-27,00:49:45:414404,DC VOLTAGE,50V,MEDIUM,4.477983
4263,2021-07-27,00:49:50:424401,DC VOLTAGE,50V,MEDIUM,4.478085
4264,2021-07-27,00:49:55:432437,DC VOLTAGE,50V,MEDIUM,4.478024
4265,2021-07-27,00:50:00:440481,DC VOLTAGE,50V,MEDIUM,4.478
4266,2021-07-27,00:50:05:449416,DC VOLTAGE,50V,MEDIUM,4.478167
4267,2021-07-27,00:50:10:456480,DC VOLTAGE,50V,MEDIUM,4.478028
4268,2021-07-27,00:50:15:468429,DC VOLTAGE,50V,MEDIUM,4.47803
4269,2021-07-27,00:50:20:484508,DC VOLTAGE,50V,MEDIUM,4.477917
4270,2021-07-27,00:50:25:494412,DC VOLTAGE,50V,MEDIUM,4.477832
4271,2021-07-27,00:50:30:508416,DC VOLTAGE,50V,MEDIUM,4.477988
4272,2021-07-27,00:50:35:521983,DC VOLTAGE,50V,MEDIUM,4.478218
4273,2021-07-27,00:50:40:526415,DC VOLTAGE,50V,MEDIUM,4.477995
4274,2021-07-27,00:50:45:538931,DC VOLTAGE,50V,MEDIUM,4.478201
4275,2021-07-27,00:50:50:545977,DC VOLTAGE,50V,MEDIUM,4.477849
4276,2021-07-27,00:50:55:556435,DC VOLTAGE,50V,MEDIUM,4.477934
4277,2021-07-27,00:51:00:561347,DC VOLTAGE,50V,MEDIUM,4.477993
4278,2021-07-27,00:51:05:578416,DC VOLTAGE,50V,MEDIUM,4.477897
4279,2021-07-27,00:51:10:589439,DC VOLTAGE,50V,MEDIUM,4.477913
4280,2021-07-27,00:51:15:596510,DC VOLTAGE,50V,MEDIUM,4.478058
